Rxn name	Formula	Gene-reaction association	LB	UB	Objective
HACD6iNo2	5.9081e-06 prot_Q88KS5[c] + pmet_HACD6i[c]  -> 3otdcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
arm_HACD7i	3hhdcoa_c[c] + nad_c[c]  -> pmet_HACD7i[c] 	PP_2136 or PP_2214	  0.00	999999.00	  0.00
HACD7iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD7i[c]  -> 3ohdcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD7iNo2	5.9081e-06 prot_Q88KS5[c] + pmet_HACD7i[c]  -> 3ohdcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
arm_HACD8i	3hodcoa_c[c] + nad_c[c]  -> pmet_HACD8i[c] 	PP_2136 or PP_2217	  0.00	999999.00	  0.00
HACD8iNo1	6.105e-09 prot_Q88L02[c] + pmet_HACD8i[c]  -> 3ohodcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HACD8iNo2	1.462e-05 prot_Q88KS2[c] + pmet_HACD8i[c]  -> 3ohodcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2217	  0.00	999999.00	  0.00
arm_HVCD	3hptcoa_c[c] + nad_c[c]  -> pmet_HVCD[c] 	PP_2214 or PP_2136	  0.00	999999.00	  0.00
HVCDNo1	5.9081e-06 prot_Q88KS5[c] + pmet_HVCD[c]  -> 3optcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2214	  0.00	999999.00	  0.00
HVCDNo2	6.105e-09 prot_Q88L02[c] + pmet_HVCD[c]  -> 3optcoa_c[c] + h_c[c] + nadh_c[c] 	PP_2136	  0.00	999999.00	  0.00
HADPCOADH3No1	3hadpcoa_c[c] + nad_c[c] + 6.105e-09 prot_Q88HS1[c]  -> h_c[c] + nadh_c[c] + oxadpcoa_c[c] 	PP_3282	  0.00	999999.00	  0.00
HATBHNo1	3h4atbcoa_c[c] + h2o_c[c] + 3.1211e-06 prot_Q88DR1[c]  -> 3h4atb_c[c] + coa_c[c] + h_c[c] 	PP_4762	  0.00	999999.00	  0.00
HBZOPTNo1	4hbz_c[c] + octdp_c[c] + 0.036619 prot_Q88C65[c]  -> 3ophb_c[c] + ppi_c[c] 	PP_5318	  0.00	999999.00	  0.00
HCO3ENo1	co2_c[c] + h2o_c[c] + 3.3752e-10 prot_Q88RM9[c]  -> h_c[c] + hco3_c[c] 	PP_0100	  0.00	999999.00	  0.00
CTECOAI7No1	hdcoa_c[c] + 6.105e-09 prot_Q88L02[c]  -> hdd2coa_c[c] 	PP_2136	  0.00	999999.00	  0.00
arm_HEMEOS	frdp_c[c] + h2o_c[c] + pheme_c[c]  -> pmet_HEMEOS[c] 	PP_0816 or PP_0110	  0.00	999999.00	  0.00
HEMEOSNo1	pmet_HEMEOS[c] + 0.00011111 prot_Q88PN3[c]  -> hemeO_c[c] + ppi_c[c] 	PP_0816	  0.00	999999.00	  0.00
HEMEOSNo2	pmet_HEMEOS[c] + 0.00011111 prot_Q88RL9[c]  -> hemeO_c[c] + ppi_c[c] 	PP_0110	  0.00	999999.00	  0.00
HEPCTNo1	cbp_c[c] + phethapphlipa_c[c] + 3.3875e-06 prot_Q88D83[c]  -> h_c[c] + icore_kt_c[c] + pi_c[c] 	PP_4944	  0.00	999999.00	  0.00
HEPK1_ktNo1	atp_c[c] + hhlipa_kt_c[c] + 8.4175e-05 prot_Q88QZ0[c]  -> adp_c[c] + h_c[c] + hphlipa_kt_c[c] 	PP_0344	  0.00	999999.00	  0.00
HEPT1_ktNo1	adphep_LD_c[c] + lipa_oh_c[c] + 5.5071e-07 prot_Q88QZ2[c]  -> adp_c[c] + h_c[c] + hlipa_kt_c[c] 	PP_0342	  0.00	999999.00	  0.00
HEPT2_ktNo1	adphep_LD_c[c] + hlipa_kt_c[c] + 5.9102e-06 prot_Q88QZ3[c]  -> adp_c[c] + h_c[c] + hhlipa_kt_c[c] 	PP_0341	  0.00	999999.00	  0.00
HEX1No1	atp_c[c] + glc__D_c[c] + 6.7751e-07 prot_Q88P42[c]  -> adp_c[c] + g6p_c[c] + h_c[c] 	PP_1011	  0.00	999999.00	  0.00
HGNTORNo1	hgentis_c[c] + o2_c[c] + 3.4941e-06 prot_Q88E47[c]  -> 4mlacac_c[c] + h_c[c] 	PP_4621	  0.00	999999.00	  0.00
HIBDktNo1	3hmp_c[c] + nad_c[c] + 4.7241e-07 prot_Q88E02[c]  -> h_c[c] + mmtsa_c[c] + nadh_c[c] 	PP_4666	  0.00	999999.00	  0.00
HISDrNo1	his__L_c[c] + 1.0893e-06 prot_Q88CZ7[c]  -> nh4_c[c] + urcan_c[c] 	PP_5032	  0.00	999999.00	  0.00
arm_HISGLYabcpp	atp_c[c] + h2o_c[c] + hisgly_p[p]  -> pmet_HISGLYabcpp[c] 	(PP_0882 or PP_0884 or PP_0885) and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
HISGLYabcppNo1	pmet_HISGLYabcpp[c]  -> adp_c[c] + h_c[c] + hisgly_c[c] + pi_c[c] 	PP_0882	  0.00	999999.00	  0.00
HISGLYabcppNo2	pmet_HISGLYabcpp[c]  -> adp_c[c] + h_c[c] + hisgly_c[c] + pi_c[c] 	PP_0884	  0.00	999999.00	  0.00
HISGLYabcppNo3	pmet_HISGLYabcpp[c]  -> adp_c[c] + h_c[c] + hisgly_c[c] + pi_c[c] 	PP_0885 and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
HISGLYtexNo1	hisgly_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> hisgly_p[p] 	PP_0883	  0.00	999999.00	  0.00
arm_HISHISabcpp	atp_c[c] + h2o_c[c] + hishis_p[p]  -> pmet_HISHISabcpp[c] 	(PP_0882 or PP_0884 or PP_0885) and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
HISHISabcppNo1	pmet_HISHISabcpp[c]  -> adp_c[c] + h_c[c] + hishis_c[c] + pi_c[c] 	PP_0882	  0.00	999999.00	  0.00
HISHISabcppNo2	pmet_HISHISabcpp[c]  -> adp_c[c] + h_c[c] + hishis_c[c] + pi_c[c] 	PP_0884	  0.00	999999.00	  0.00
HISHISabcppNo3	pmet_HISHISabcpp[c]  -> adp_c[c] + h_c[c] + hishis_c[c] + pi_c[c] 	PP_0885 and PP_0881 and PP_0880 and PP_0879 and PP_0878	  0.00	999999.00	  0.00
HISHIStexNo1	hishis_e[e] + 9.8503e-07 prot_Q88PG7[c]  -> hishis_p[p] 	PP_0883	  0.00	999999.00	  0.00
HISTDNo1	h2o_c[c] + histd_c[c] + 2 nad_c[c] + 0.00019157 prot_P59400[c]  -> 3 h_c[c] + his__L_c[c] + 2 nadh_c[c] 	PP_0966	  0.00	999999.00	  0.00
HISTPNo1	h2o_c[c] + hisp_c[c] + 7.7809e-06 prot_Q88RS0[c]  -> histd_c[c] + pi_c[c] 	PP_0059	  0.00	999999.00	  0.00
HISTRSNo1	atp_c[c] + his__L_c[c] + trnahis_c[c] + 2.1368e-06 prot_Q88PJ6[c]  -> amp_c[c] + histrna_c[c] + ppi_c[c] 	PP_0854	  0.00	999999.00	  0.00
HISabcppNo1	atp_c[c] + h2o_c[c] + his__L_p[p]  -> adp_c[c] + h_c[c] + his__L_c[c] + pi_c[c] 	PP_1297 and PP_1299 and PP_1300 and PP_1298	  0.00	999999.00	  0.00
HIStexNo1	his__L_e[e] + 9.8503e-07 prot_Q88PP9[c]  -> his__L_p[p] 	PP_0799	  0.00	999999.00	  0.00
HIUH_cNo1	h2o_c[c] + 5hiu_c[c] + 1.615e-06 prot_Q88F14[c]  -> 5houdic_c[c] 	PP_4285	  0.00	999999.00	  0.00
HMBSNo1	h2o_c[c] + 4 ppbng_c[c] + 0.0044444 prot_Q88RE5[c]  -> hmbil_c[c] + 4 nh4_c[c] 	PP_0186	  0.00	999999.00	  0.00
HMGLNo1	hmgcoa_c[c] + 1.7581e-06 prot_Q88H25[c]  -> acac_c[c] + accoa_c[c] 	PP_3540	  0.00	999999.00	  0.00
HMPK1No1	4ahmmp_c[c] + atp_c[c] + 0.0061728 prot_Q88DP2[c]  -> 4ampm_c[c] + adp_c[c] + h_c[c] 	PP_4782	  0.00	999999.00	  0.00
arm_HOXG	5 h_c[c] + 3 o2_c[c] + 3 nadph_c[c] + pheme_c[c]  -> pmet_HOXG[c] 	PP_1005 or PP_2582	  0.00	999999.00	  0.00
HOXGNo1	pmet_HOXG[c] + 6.5773e-07 prot_Q88P48[c]  -> biliverd_c[c] + co_c[c] + fe2_c[c] + 3 h2o_c[c] + 3 nadp_c[c] 	PP_1005	  0.00	999999.00	  0.00
HOXGNo2	pmet_HOXG[c] + 6.5773e-07 prot_Q88JR7[c]  -> biliverd_c[c] + co_c[c] + fe2_c[c] + 3 h2o_c[c] + 3 nadp_c[c] 	PP_2582	  0.00	999999.00	  0.00
arm_HPPK	2ahhmp_c[c] + atp_c[c]  -> pmet_HPPK[c] 	PP_4698 or PP_0393	  0.00	999999.00	  0.00
HPPKNo1	pmet_HPPK[c] + 0.001634 prot_Q88DX0[c]  -> 2ahhmd_c[c] + amp_c[c] + h_c[c] 	PP_4698	  0.00	999999.00	  0.00
HPPKNo2	pmet_HPPK[c] + 0.001634 prot_Q88QU3[c]  -> 2ahhmd_c[c] + amp_c[c] + h_c[c] 	PP_0393	  0.00	999999.00	  0.00
HPYRINo1	hpyr_c[c] + 2.0126e-08 prot_Q88F02[c]  -> 2h3oppan_c[c] 	PP_4298	  0.00	999999.00	  0.00
HPYRRyNo1	h_c[c] + hpyr_c[c] + nadph_c[c] + 1.1111e-05 prot_Q88F00[c]  -> glyc__R_c[c] + nadp_c[c] 	PP_4300	  0.00	999999.00	  0.00
arm_HSDy	hom__L_c[c] + nadp_c[c]  -> pmet_HSDy[c] 	PP_0664 or PP_1470	  0.00	999999.00	  0.00
HSDyNo1	pmet_HSDy[c] + 1.1574e-05 prot_Q88Q34[c]  -> aspsa_c[c] + h_c[c] + nadph_c[c] 	PP_0664	  0.00	999999.00	  0.00
HSDyNo2	pmet_HSDy[c] + 1.1574e-05 prot_Q88MU8[c]  -> aspsa_c[c] + h_c[c] + nadph_c[c] 	PP_1470	  0.00	999999.00	  0.00
HSERTANo1	accoa_c[c] + hom__L_c[c] + 7.5648e-06 prot_Q88CT2[c] + 7.5648e-06 prot_Q88CT3[c]  -> achms_c[c] + coa_c[c] 	PP_5097 and PP_5098	  0.00	999999.00	  0.00
HSKNo1	atp_c[c] + hom__L_c[c] + 1.5179e-05 prot_Q88RK8[c]  -> adp_c[c] + h_c[c] + phom_c[c] 	PP_0121	  0.00	999999.00	  0.00
HSTPTNo1	glu__L_c[c] + imacp_c[c] + 8.9606e-08 prot_Q88P86[c]  -> akg_c[c] + hisp_c[c] 	PP_0967	  0.00	999999.00	  0.00
HXANDNo1	h2o_c[c] + hxan_c[c] + nad_c[c] + 0.00037037 prot_Q88F20[c] + 0.00037037 prot_Q88F21[c]  -> h_c[c] + nadh_c[c] + xan_c[c] 	PP_4278 and PP_4279	  0.00	999999.00	  0.00
HXPRTNo1	hxan_c[c] + prpp_c[c] + 3.0525e-05 prot_Q88PV1[c]  -> imp_c[c] + ppi_c[c] 	PP_0747	  0.00	999999.00	  0.00
HYGBDIASNo1	2 atp_c[c] + 2 gln__L_c[c] + h2o_c[c] + hgbyr_c[c] + 0.0013889 prot_Q88MA1[c]  -> 2 adp_c[c] + 2 glu__L_c[c] + 2 h_c[c] + hgbam_c[c] + ppi_c[c] 	PP_1673	  0.00	999999.00	  0.00
arm_I2FE2SR	2fe1s_c[c] + iscssh_c[c] + iscu_c[c]  -> pmet_I2FE2SR[c] 	(PP_0842 or PP_2435) and PP_0843	  0.00	999999.00	  0.00
I2FE2SRNo1	pmet_I2FE2SR[c] + 0.0027778 prot_Q88PK8[c]  -> 4 h_c[c] + iscs_c[c] + iscu_2fe2s_c[c] 	PP_0842	  0.00	999999.00	  0.00
I2FE2SRNo2	pmet_I2FE2SR[c] + 0.0027778 prot_Q88K56[c] + 0.0027778 prot_Q88PK7[c]  -> 4 h_c[c] + iscs_c[c] + iscu_2fe2s_c[c] 	PP_2435 and PP_0843	  0.00	999999.00	  0.00
arm_I2FE2SS2fdx	2 fdxr_22_c[c] + 2 fe2_c[c] + 2 iscssh_c[c] + iscu_2fe2s_c[c]  -> pmet_I2FE2SS2fdx[c] 	PP_0847 and PP_0844 and (PP_0842 or PP_2435) and PP_0843	  0.00	999999.00	  0.00
I2FE2SS2fdxNo1	0.0027778 prot_Q88PK3[c] + 0.0027778 prot_Q88PK8[c] + pmet_I2FE2SS2fdx[c] + 0.0027778 prot_Q88PK6[c]  -> 2 fdxo_22_c[c] + 4 h_c[c] + 2 iscs_c[c] + iscu_2fe2s2_c[c] 	PP_0847 and PP_0844 and PP_0842	  0.00	999999.00	  0.00
I2FE2SS2fdxNo2	0.0027778 prot_Q88K56[c] + 0.0027778 prot_Q88PK7[c] + pmet_I2FE2SS2fdx[c]  -> 2 fdxo_22_c[c] + 4 h_c[c] + 2 iscs_c[c] + iscu_2fe2s2_c[c] 	PP_2435 and PP_0843	  0.00	999999.00	  0.00
arm_I2FE2SSfdx	2 fdxr_22_c[c] + 2 fe2_c[c] + 2 iscssh_c[c] + iscu_c[c]  -> pmet_I2FE2SSfdx[c] 	PP_0847 and PP_0844 and (PP_0842 or PP_2435) and PP_0843	  0.00	999999.00	  0.00
I2FE2SSfdxNo1	0.0027778 prot_Q88PK3[c] + 0.0027778 prot_Q88PK8[c] + 0.0027778 prot_Q88PK6[c] + pmet_I2FE2SSfdx[c]  -> 2 fdxo_22_c[c] + 4 h_c[c] + 2 iscs_c[c] + iscu_2fe2s_c[c] 	PP_0847 and PP_0844 and PP_0842	  0.00	999999.00	  0.00
I2FE2SSfdxNo2	0.0027778 prot_Q88K56[c] + 0.0027778 prot_Q88PK7[c] + pmet_I2FE2SSfdx[c]  -> 2 fdxo_22_c[c] + 4 h_c[c] + 2 iscs_c[c] + iscu_2fe2s_c[c] 	PP_2435 and PP_0843	  0.00	999999.00	  0.00
arm_ICDHyr	icit_c[c] + nadp_c[c]  -> pmet_ICDHyr[c] 	PP_4012 or PP_4011	  0.00	999999.00	  0.00
ICDHyrNo1	pmet_ICDHyr[c] + 2.6107e-06 prot_Q88FS1[c]  -> akg_c[c] + co2_c[c] + nadph_c[c] 	PP_4012	  0.00	999999.00	  0.00
ICDHyrNo2	pmet_ICDHyr[c] + 2.6107e-06 prot_Q88FS2[c]  -> akg_c[c] + co2_c[c] + nadph_c[c] 	PP_4011	  0.00	999999.00	  0.00
arm_ICITtex	icit_e[e]  -> pmet_ICITtex[e] 	PP_1419 or PP_2058	  0.00	999999.00	  0.00
ICITtexNo1	9.8503e-07 prot_Q88MZ9[c] + pmet_ICITtex[e]  -> icit_p[p] 	PP_1419	  0.00	999999.00	  0.00
ICITtexNo2	9.8503e-07 prot_Q88L77[c] + pmet_ICITtex[e]  -> icit_p[p] 	PP_2058	  0.00	999999.00	  0.00
ICLNo1	icit_c[c] + 2.8316e-05 prot_Q88FI0[c]  -> glx_c[c] + succ_c[c] 	PP_4116	  0.00	999999.00	  0.00
arm_ICYSDS	cys__L_c[c] + iscs_c[c]  -> pmet_ICYSDS[c] 	PP_0842 or PP_2435	  0.00	999999.00	  0.00
ICYSDSNo1	0.0027778 prot_Q88PK8[c] + pmet_ICYSDS[c]  -> ala__L_c[c] + iscssh_c[c] 	PP_0842	  0.00	999999.00	  0.00
ICYSDSNo2	0.0027778 prot_Q88K56[c] + pmet_ICYSDS[c]  -> ala__L_c[c] + iscssh_c[c] 	PP_2435	  0.00	999999.00	  0.00
IG3PSNo1	gln__L_c[c] + prlp_c[c] + 0.00015964 prot_Q88R41[c] + 0.00015964 prot_Q88R44[c]  -> aicar_c[c] + eig3p_c[c] + glu__L_c[c] + h_c[c] 	PP_0293 and PP_0290	  0.00	999999.00	  0.00
IGPDHNo1	eig3p_c[c] + 2.7778e-07 prot_Q88R45[c]  -> imacp_c[c] + h2o_c[c] 	PP_0289	  0.00	999999.00	  0.00
IGPSNo1	2cpr5p_c[c] + h_c[c] + 2.5025e-05 prot_Q88QR6[c]  -> 3ig3p_c[c] + co2_c[c] + h2o_c[c] 	PP_0422	  0.00	999999.00	  0.00
ILEDHr_1No1	h2o_c[c] + nad_c[c] + ile__L_c[c] + 9.9206e-07 prot_Q88E51[c]  -> 3mop_c[c] + h_c[c] + nadh_c[c] + nh4_c[c] 	PP_4617	  0.00	999999.00	  0.00
ILETANo1	akg_c[c] + ile__L_c[c] + 5.787e-06 prot_Q88H54[c]  -> 3mop_c[c] + glu__L_c[c] 	PP_3511	  0.00	999999.00	  0.00
ILETRSNo1	atp_c[c] + ile__L_c[c] + trnaile_c[c] + 5.9995e-05 prot_Q88Q92[c]  -> amp_c[c] + iletrna_c[c] + ppi_c[c] 	PP_0603	  0.00	999999.00	  0.00
arm_ILEabcpp	atp_c[c] + h2o_c[c] + ile__L_p[p]  -> pmet_ILEabcpp[c] 	(PP_1137 and PP_1138 and PP_1139 and PP_1140 and PP_1141) or (PP_4863 and PP_4864 and PP_4866 and PP_4867 and PP_4865) or (PP_1297 and PP_1299 and PP_1300 and PP_1298)	  0.00	999999.00	  0.00
ILEabcppNo1	pmet_ILEabcpp[c]  -> adp_c[c] + h_c[c] + ile__L_c[c] + pi_c[c] 	PP_1137 and PP_1138 and PP_1139 and PP_1140 and PP_1141	  0.00	999999.00	  0.00
ILEabcppNo2	pmet_ILEabcpp[c]  -> adp_c[c] + h_c[c] + ile__L_c[c] + pi_c[c] 	PP_4863 and PP_4864 and PP_4866 and PP_4867 and PP_4865	  0.00	999999.00	  0.00
ILEabcppNo3	pmet_ILEabcpp[c]  -> adp_c[c] + h_c[c] + ile__L_c[c] + pi_c[c] 	PP_1297 and PP_1299 and PP_1300 and PP_1298	  0.00	999999.00	  0.00
IMPCNo1	imp_c[c] + h2o_c[c] + 3.23e-05 prot_Q88DK3[c]  -> fprica_c[c] 	PP_4822	  0.00	999999.00	  0.00
IMPDNo1	imp_c[c] + h2o_c[c] + nad_c[c] + 0.00013228 prot_Q88P22[c]  -> h_c[c] + nadh_c[c] + xmp_c[c] 	PP_1031	  0.00	999999.00	  0.00
INSHNo1	ins_c[c] + h2o_c[c] + 5.6805e-06 prot_Q88K32[c]  -> hxan_c[c] + rib__D_c[c] 	PP_2460	  0.00	999999.00	  0.00
IPDDINo1	ipdp_c[c] + 1.462e-05 prot_Q88QC9[c]  -> dmpp_c[c] 	PP_0565	  0.00	999999.00	  0.00
IPDPSNo1	h_c[c] + h2mb4p_c[c] + nadh_c[c] + 7.5075e-05 prot_Q88Q89[c]  -> ipdp_c[c] + h2o_c[c] + nad_c[c] 	PP_0606	  0.00	999999.00	  0.00
IPMDNo1	3c2hmp_c[c] + nad_c[c] + 1.4854e-05 prot_Q88LE5[c]  -> 3c4mop_c[c] + h_c[c] + nadh_c[c] 	PP_1988	  0.00	999999.00	  0.00
IPPMIaNo1	3c2hmp_c[c] + 3.4875e-09 prot_Q88LE7[c] + 3.4875e-09 prot_Q88LE8[c]  -> 2ippm_c[c] + h2o_c[c] 	PP_1985 and PP_1986	  0.00	999999.00	  0.00
IPPMIbNo1	2ippm_c[c] + h2o_c[c] + 3.4875e-09 prot_Q88LE7[c] + 3.4875e-09 prot_Q88LE8[c]  -> 3c3hmp_c[c] 	PP_1985 and PP_1986	  0.00	999999.00	  0.00
IPPSNo1	3mob_c[c] + accoa_c[c] + h2o_c[c] + 2.1368e-05 prot_Q88P28[c]  -> 3c3hmp_c[c] + coa_c[c] + h_c[c] 	PP_1025	  0.00	999999.00	  0.00
arm_ISETACabcpp	atp_c[c] + isetac_p[p] + h2o_c[c]  -> pmet_ISETACabcpp[c] 	(PP_0237 and PP_0240 and PP_0239) or (PP_0233 and PP_0232 and PP_0231)	  0.00	999999.00	  0.00
ISETACabcppNo1	pmet_ISETACabcpp[c]  -> adp_c[c] + h_c[c] + isetac_c[c] + pi_c[c] 	PP_0237 and PP_0240 and PP_0239	  0.00	999999.00	  0.00
ISETACabcppNo2	pmet_ISETACabcpp[c]  -> adp_c[c] + h_c[c] + isetac_c[c] + pi_c[c] 	PP_0233 and PP_0232 and PP_0231	  0.00	999999.00	  0.00
ISETACtexNo1	isetac_e[e] + 9.8503e-07 prot_Q88R99[c]  -> isetac_p[p] 	PP_0234	  0.00	999999.00	  0.00
ISOAMLNo1	bglyg4n_c[c] + h2o_c[c] + 0.0058113 prot_Q88FN4[c]  -> maltttr_c[c] 	PP_4055	  0.00	999999.00	  0.00
IVCSNo1	3mb_c[c] + atp_c[c] + coa_c[c] + 1.6534e-05 prot_Q88FM6[c]  -> amp_c[c] + ivcoa_c[c] + ppi_c[c] 	PP_4063	  0.00	999999.00	  0.00
IZPNNo1	4izp_c[c] + h2o_c[c] + 1.8593e-07 prot_Q88CZ9[c]  -> forglu_c[c] + h_c[c] 	PP_5030	  0.00	999999.00	  0.00
KARA1No1	23dhmb_c[c] + nadp_c[c] + 3.5476e-06 prot_Q88DZ0[c]  -> alac__S_c[c] + h_c[c] + nadph_c[c] 	PP_4678	  0.00	999999.00	  0.00
KARA2No1	2ahbut_c[c] + h_c[c] + nadph_c[c] + 3.5476e-06 prot_Q88DZ0[c]  -> 23dhmp_c[c] + nadp_c[c] 	PP_4678	  0.00	999999.00	  0.00
KAS14No1	acACP_c[c] + h_c[c] + malACP_c[c] + 0.0034722 prot_Q88FC3[c]  -> ACP_c[c] + actACP_c[c] + co2_c[c] 	PP_4175	  0.00	999999.00	  0.00
arm_KAS15	accoa_c[c] + h_c[c] + malACP_c[c]  -> pmet_KAS15[c] 	PP_4379 or PP_4545	  0.00	999999.00	  0.00
KAS15No1	pmet_KAS15[c] + 6.3131e-05 prot_Q88ES4[c]  -> actACP_c[c] + co2_c[c] + coa_c[c] 	PP_4379	  0.00	999999.00	  0.00
KAS15No2	pmet_KAS15[c] + 7.0502e-06 prot_Q88EC1[c]  -> actACP_c[c] + co2_c[c] + coa_c[c] 	PP_4545	  0.00	999999.00	  0.00
arm_KAT1	aacoa_c[c] + coa_c[c]  -> pmet_KAT1[c] 	PP_2137 or PP_2215	  0.00	999999.00	  0.00
KAT1No1	pmet_KAT1[c] + 1.8769e-05 prot_Q88L01[c]  -> 2 accoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT1No2	pmet_KAT1[c] + 5.5556e-11 prot_Q88KS4[c]  -> 2 accoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
arm_KAT10	3ohpcoa_c[c] + coa_c[c]  -> pmet_KAT10[c] 	PP_2137 or PP_2215	  0.00	999999.00	  0.00
KAT10No1	1.8769e-05 prot_Q88L01[c] + pmet_KAT10[c]  -> accoa_c[c] + ptcoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT10No2	5.5556e-11 prot_Q88KS4[c] + pmet_KAT10[c]  -> accoa_c[c] + ptcoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
arm_KAT11	3ononacoa_c[c] + coa_c[c]  -> pmet_KAT11[c] 	PP_2137 or PP_2215	  0.00	999999.00	  0.00
KAT11No1	1.8769e-05 prot_Q88L01[c] + pmet_KAT11[c]  -> accoa_c[c] + hptcoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT11No2	5.5556e-11 prot_Q88KS4[c] + pmet_KAT11[c]  -> accoa_c[c] + hptcoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
KAT12No1	3opdecacoa_c[c] + coa_c[c] + 1.8769e-05 prot_Q88L01[c]  -> accoa_c[c] + poctacoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT13No1	3opnonacoa_c[c] + coa_c[c] + 1.8769e-05 prot_Q88L01[c]  -> accoa_c[c] + phpcoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT14No1	3opoctacoa_c[c] + coa_c[c] + 1.8769e-05 prot_Q88L01[c]  -> accoa_c[c] + phxacoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT15No1	3ophpcoa_c[c] + coa_c[c] + 1.8769e-05 prot_Q88L01[c]  -> accoa_c[c] + pptcoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT16No1	3ophxacoa_c[c] + coa_c[c] + 1.8769e-05 prot_Q88L01[c]  -> accoa_c[c] + pbcoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT17No1	3opptcoa_c[c] + coa_c[c] + 1.8769e-05 prot_Q88L01[c]  -> accoa_c[c] + phppcoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT18No1	3opbcoa_c[c] + coa_c[c] + 1.8769e-05 prot_Q88L01[c]  -> accoa_c[c] + phaccoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
arm_KAT19	3o6athcoa_c[c] + coa_c[c]  -> pmet_KAT19[c] 	PP_2215 or PP_2137	  0.00	999999.00	  0.00
KAT19No1	5.5556e-11 prot_Q88KS4[c] + pmet_KAT19[c]  -> 4atbcoa_c[c] + accoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
KAT19No2	1.8769e-05 prot_Q88L01[c] + pmet_KAT19[c]  -> 4atbcoa_c[c] + accoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
arm_ACACT11	3ohcoa_c[c] + coa_c[c]  -> pmet_ACACT11[c] 	PP_2137 or PP_2215	  0.00	999999.00	  0.00
ACACT11No1	1.8769e-05 prot_Q88L01[c] + pmet_ACACT11[c]  -> accoa_c[c] + btcoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
ACACT11No2	5.5556e-11 prot_Q88KS4[c] + pmet_ACACT11[c]  -> accoa_c[c] + btcoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
arm_KAT20	3ovacccoa_c[c] + coa_c[c]  -> pmet_KAT20[c] 	PP_2137 or PP_2215	  0.00	999999.00	  0.00
KAT20No1	1.8769e-05 prot_Q88L01[c] + pmet_KAT20[c]  -> accoa_c[c] + hdcoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT20No2	5.5556e-11 prot_Q88KS4[c] + pmet_KAT20[c]  -> accoa_c[c] + hdcoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
arm_KAT21	3ohdccoa_c[c] + coa_c[c]  -> pmet_KAT21[c] 	PP_2137 or PP_2215	  0.00	999999.00	  0.00
KAT21No1	1.8769e-05 prot_Q88L01[c] + pmet_KAT21[c]  -> accoa_c[c] + tdecoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT21No2	5.5556e-11 prot_Q88KS4[c] + pmet_KAT21[c]  -> accoa_c[c] + tdecoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
arm_KAT22	3otdccoa_c[c] + coa_c[c]  -> pmet_KAT22[c] 	PP_2137 or PP_2215	  0.00	999999.00	  0.00
KAT22No1	1.8769e-05 prot_Q88L01[c] + pmet_KAT22[c]  -> accoa_c[c] + ddecoa_c[c] 	PP_2137	  0.00	999999.00	  0.00
KAT22No2	5.5556e-11 prot_Q88KS4[c] + pmet_KAT22[c]  -> accoa_c[c] + ddecoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
arm_KAT23	3oddccoa_c[c] + coa_c[c]  -> pmet_KAT23[c] 	PP_2215 or PP_2137	  0.00	999999.00	  0.00
KAT23No1	5.5556e-11 prot_Q88KS4[c] + pmet_KAT23[c]  -> accoa_c[c] + decoa_c[c] 	PP_2215	  0.00	999999.00	  0.00
