prot_IDs	usage
prot_Q88PF3_exchange	0.0557074263011075
prot_Q88PG5_exchange	0
prot_Q88PG6_exchange	0
prot_Q88PG7_exchange	0
prot_Q88PG8_exchange	0
prot_Q88PH1_exchange	0
prot_Q88PH2_exchange	0
prot_Q88PI0_exchange	0
prot_Q88PI2_exchange	0
prot_Q88PI6_exchange	0.240505403304138
prot_Q88PJ6_exchange	0
prot_Q88PJ7_exchange	0.798142093820083
prot_Q88PK1_exchange	0
prot_Q88PK3_exchange	0.524098054228732
prot_Q88PK6_exchange	0.186800670010031
prot_Q88PK7_exchange	0
prot_Q88PK8_exchange	0.620767465518856
prot_Q88PL0_exchange	0.0186369149167436
prot_Q88PL2_exchange	0
prot_Q88PL7_exchange	0
prot_Q88PL8_exchange	0
prot_Q88PM6_exchange	0
prot_Q88PN2_exchange	1
prot_Q88PN4_exchange	1
prot_Q88PN5_exchange	1
prot_Q88PN6_exchange	1
prot_Q88PN7_exchange	1
prot_Q88PP9_exchange	0
prot_Q88PQ4_exchange	0
prot_Q88PQ5_exchange	0
prot_Q88PR1_exchange	1
prot_Q88PR2_exchange	0
prot_Q88PS1_exchange	0
prot_Q88PS4_exchange	0
prot_Q88PT5_exchange	0
prot_Q88PT6_exchange	0
prot_Q88PU7_exchange	0
prot_Q88PV1_exchange	0
prot_Q88PV2_exchange	0
prot_Q88PV4_exchange	0.353236402951298
prot_Q88PW2_exchange	0
prot_Q88PW3_exchange	0.0162510620447434
prot_Q88PW6_exchange	0.9999
prot_Q88PX6_exchange	0.0997486334408827
prot_Q88Q07_exchange	0.77399990029462
prot_Q88Q11_exchange	0.00474061151611528
prot_Q88Q23_exchange	0.0149883192452058
prot_Q88Q27_exchange	0.597035412532762
prot_Q88Q44_exchange	1
prot_Q88Q65_exchange	0.99990001063029
prot_Q88Q70_exchange	0
prot_Q88Q81_exchange	0.0296305410550943
prot_Q88Q83_exchange	0
prot_Q88Q89_exchange	0.0632408811516182
prot_Q88Q92_exchange	0
prot_Q88Q93_exchange	0.0124127011109793
prot_Q88Q97_exchange	0
prot_Q88Q98_exchange	0
prot_Q88QA3_exchange	0
prot_Q88QC7_exchange	0
prot_Q88QC9_exchange	0
prot_Q88QD4_exchange	0.190927973319385
prot_Q88QD5_exchange	0.469309820092117
prot_Q88QD6_exchange	0.9999
prot_Q88QE7_exchange	0.521566546317497
prot_Q88QE9_exchange	0.0252838385900185
prot_Q88QF2_exchange	0
prot_Q88QF6_exchange	0
prot_Q88QG6_exchange	0.112494230821773
prot_Q88QG7_exchange	0.0207658062579343
prot_Q88QH1_exchange	0
prot_Q88QH4_exchange	0.9999
prot_Q88QH6_exchange	0.0283661345257209
prot_Q88QH7_exchange	0.441743561531595
prot_Q88QH8_exchange	0.0892289889911079
prot_Q88QH9_exchange	0
prot_Q88QI2_exchange	0.227286988592341
prot_Q88QJ1_exchange	0.00734612121960847
prot_Q88QJ2_exchange	0
prot_Q88QJ8_exchange	0
prot_Q88QK9_exchange	0
prot_Q88QQ0_exchange	0.446335355172823
prot_Q88QQ1_exchange	0
prot_Q88QQ2_exchange	0
prot_Q88QQ4_exchange	0
prot_Q88QQ6_exchange	1
prot_Q88QR1_exchange	0
prot_Q88QR6_exchange	0.212979139188672
prot_Q88QR7_exchange	0.9999
prot_Q88QR8_exchange	0.0749854159767146
prot_Q88QS1_exchange	0.00881486190046635
prot_Q88QS2_exchange	0
prot_Q88QS3_exchange	0.0178106444370662
prot_Q88QS6_exchange	0
prot_Q88QT5_exchange	0.0113574951282614
prot_Q88QT9_exchange	0
prot_Q88QU4_exchange	0.999899999999764
prot_Q88QV2_exchange	0
prot_Q88QV6_exchange	0.00024275103470512
prot_Q88QV8_exchange	0.0147519970608289
prot_Q88QW6_exchange	0
prot_Q88QW8_exchange	0.9999
prot_Q88QW9_exchange	0
prot_Q88QX1_exchange	0.9999
prot_Q88QX2_exchange	0.000282986338058143
prot_Q88QX8_exchange	0.000172894196060112
prot_Q88QZ0_exchange	0.9999
prot_Q88QZ1_exchange	0.0103232570068831
prot_Q88QZ2_exchange	0.0283720456784783
prot_Q88QZ3_exchange	0.0398049166779329
prot_Q88QZ5_exchange	0.306247800449768
prot_Q88QZ6_exchange	0.306247800444671
prot_Q88QZ8_exchange	0
prot_Q88R08_exchange	0
prot_Q88R10_exchange	0
prot_Q88R12_exchange	0
prot_Q88R13_exchange	1
prot_Q88R38_exchange	0
prot_Q88R40_exchange	0
prot_Q88R41_exchange	1
prot_Q88R42_exchange	0.0655822625486916
prot_Q88R44_exchange	1
prot_Q88R45_exchange	0.00683180346555572
prot_Q88R51_exchange	0
prot_Q88R52_exchange	0
prot_Q88R68_exchange	0
prot_Q88R74_exchange	0
prot_Q88R90_exchange	0
prot_Q88R97_exchange	0
prot_Q88R99_exchange	0
prot_Q88RA3_exchange	0
prot_Q88RA5_exchange	0
prot_Q88RA6_exchange	0
prot_Q88RA8_exchange	0
prot_Q88RB9_exchange	0
prot_Q88RC0_exchange	0
prot_Q88RC9_exchange	0
prot_Q88RE3_exchange	0.000388943140243667
prot_Q88RE5_exchange	0.9999
prot_Q88RH5_exchange	0
prot_Q88RK0_exchange	0
prot_Q88RK2_exchange	0
prot_Q88RK8_exchange	1
prot_Q88RK9_exchange	0
prot_Q88RL5_exchange	0
prot_Q88RL7_exchange	0
prot_Q88RM9_exchange	0
prot_Q88RP6_exchange	0.0120629431735853
prot_Q88RP7_exchange	0.0127623620912209
prot_Q88RQ5_exchange	0.13037398062481
prot_Q88RQ6_exchange	1
prot_Q88RQ7_exchange	0
prot_Q88RR2_exchange	0
prot_Q88RR6_exchange	0.0036775600964857
prot_Q88RR8_exchange	0
prot_Q88RR9_exchange	0
prot_Q88RS0_exchange	1
prot_Q9Z408_exchange	0
